"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"DCP114","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.584","1.269","1.377","0.813","2.177","0.769","0.228","0.075","0.05","0.065","0.067"
"BAS601","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.659","0.544","0.344","0.313","0.652","0.259","0.109","0.031","0.018","0.032","0.018"
"YEL408","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.733","0.456","0.138","0.201","0.336","0.188","0.066","0.017","0.011","0.023","0.013"
"EVE419","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.996","2.354","1.165","0.446","1.604","0.393","0.285","1.336","0.178","0.115",""
"SEK402","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.85","1.21","1.313","1.692","2.978","0.675","0.206","0.169","0.047","0.089",""
"THR422","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.188","1.077","0.564","0.581","1.135","0.445","0.208","0.059","0.036","0.04","0.02"
"CVL151","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.363","1.165","0.368","0.491","0.851","0.38","0.158","0.147","0.036","0.075","0.064"
"HVT424","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","","","","","","","","","","",""
"THR422","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.041","1.078","0.562","0.561","1.114","0.422","0.261","0.057","0.046","0.045","0.028"
"JOT403","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.44","0.721","0.621","1.207","1.809","0.247","0.298","0.204","0.051","0.065","0.059"
"PED108","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","5.033","4.23","0.452","1.659","2.084","1.444","0.12","0.18","0.036","0.067",""
"PAR107","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.651","1.22","0.473","0.485","0.951","0.431","0.321","0.06","0.032","0.085","0.043"
"SAN189","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.498","1.034","1.082","0.618","1.691","0.533","0.478","0.039","0.061","0.067","0.044"
"GLR468","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.225","0.569","0.182","0.226","0.404","0.213","0.121","0.041","0.026","0.05","0.019"
"SPD111","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.485","1.168","0.494","0.596","1.081","0.424","0.333","0.074","0.043","0.068","0.041"
"CKT136","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","","1.728","0.412","0.927","1.325","0.606","0.182","0.085","0.032","0.056","0.04"
"CDR119","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.599","1.325","0.264","0.448","0.705","0.472","0.176","0.048","0.022","0.061","0.039"
"BBE401","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.601","1.571","0.48","0.532","1.004","0.476","0.574","0.156","0.047","0.058","0.038"
"CHA467","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.517","0.972","0.353","0.586","0.929","0.329","0.285","0.131","0.041","0.057","0.066"
"SPD111","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"WFM105","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.537","1.135","0.26","0.516","0.768","0.418","0.092","0.059","0.018","0.034","0.033"
"GRS420","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","4.232","4.298","0.273","2.193","2.431","1.175","0.161","0.07","0.031","0.056",""
"LYE145","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","","","","","","","","","","",""
"HOW191","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.359","0.876","0.225","0.272","0.464","0.308","0.043","0.132","0.02","0.035","0.08"
"PED108","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","","","","","","","","","","",""
"OXF122","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.835","1.308","1.398","0.867","2.25","0.741","0.275","0.087","0.054","0.07","0.064"
"CVL151","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.653","1.36","0.457","0.622","1.069","0.452","0.198","0.179","0.04","0.075","0.078"
"CND125","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.587","1.191","0.459","0.735","1.182","0.412","0.102","0.188","0.037","0.073","0.086"
"MEV405","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.66","0.741","0.188","0.965","1.138","0.261","0.162","0.039","0.02","0.032","0.024"
"SND152","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.174","2.088","0.886","0.832","1.705","0.856","0.242","0.138","0.041","0.092","0.059"
"LAV410","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.175","0.423","0.189","0.29","0.474","0.172","0.081","0.052","0.018","0.035","0.02"
"BVL130","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","5.399","3.859","2.572","2.174","4.712","1.796","0.489","0.085","0.084","0.08",""
"SUM156","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.325","3.309","0.324","0.92","1.23","0.715","0.111","0.426","0.064","0.079",""
"CDZ171","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.363","2.816","1.11","1.206","2.297","1.165","0.245","0.152","0.041","0.085","0.057"
"ARE128","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","8.174","4.247","1.135","2.194","3.295","1.664","0.248","0.118","0.041","0.06","0.054"
"NPT006","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.12","0.313","0.121","0.248","0.366","0.132","0.043","0.03","0.012","0.035","0.021"
"VPI120","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","7.723","4.912","0.579","2.629","3.166","1.433","0.256","0.09","0.041","0.062",""
"ABT147","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","5.128","3.321","0.889","2.152","3.007","1.208","0.117","0.274","0.041","0.051",""
"OLY421","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.6","1.089","0.623","0.35","0.967","0.306","0.061","0.397","0.053","0.074",""
"WSP144","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","8.018","4.209","1.19","2.587","3.736","1.537","0.21","0.246","0.059","0.073",""
"GRC474","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.341","0.692","0.265","0.745","0.999","0.221","0.166","0.067","0.029","0.033","0.019"
"PED108","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.397","1.009","0.369","0.527","0.887","0.385","0.081","0.13","0.026","0.065","0.066"
"CAN407","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.425","0.666","0.239","0.911","1.135","0.223","0.176","0.055","0.028","0.05","0.024"
"CNT169","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.321","0.503","0.117","0.387","0.498","0.19","0.072","0.021","0.012","0.018","0.012"
"SAL133","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.153","3.5","2.072","1.627","3.673","1.598","0.354","0.065","0.083","0.075","0.064"
"LYK123","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","5.651","3.727","2.204","1.674","3.851","1.64","0.449","0.075","0.085","0.071","0.076"
"DEN417","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.45","0.311","0.059","0.06","0.118","0.102","0.028","0.042","0.01","0.012",""
"BVL130","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.502","1.677","1.562","0.946","2.493","0.848","0.489","0.085","0.083","0.066","0.081"
"GRB411","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.123","0.333","0.13","0.251","0.377","0.125","0.221","0.045","0.024","0.021","0.026"
"RED004","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.308","0.666","0.608","0.24","0.844","0.351","0.213","0.039","0.046","0.04","0.043"
"EGB181","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","2.559","2.216","1.732","0.832","2.55","1.086","0.39","0.07","0.052","0.048","0.083"
"HVT424","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","26.943","1.847","0.099","0.107","0.204","0.133","0.045","0.478","0.06","0.036",""
"PRK134","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.575","1.157","0.779","0.524","1.295","0.552","0.357","0.036","0.061","0.057","0.039"
"BAS601","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","","","","","","","","","","",""
"GAS153","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.991","1.901","0.375","0.881","1.241","0.63","0.138","0.158","0.035","0.075","0.052"
"SND152","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.713","1.343","0.756","0.869","1.611","0.57","0.263","0.179","0.046","0.083","0.095"
"WST109","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.948","1.683","0.183","0.4","0.576","0.576","0.05","0.083","0.014","0.039","0.063"
"BBE401","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.875","2.067","0.518","0.688","1.195","0.63","0.507","0.153","0.045","0.063","0.024"
"WST109","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.369","0.936","0.201","0.253","0.45","0.339","0.048","0.095","0.015","0.046","0.08"
"ALH157","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.297","4.733","2.416","1.791","4.178","2.077","0.603","0.076","0.073","0.084","0.067"
"KEF112","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","3.825","2.594","0.486","0.9","1.372","0.899","0.138","0.07","0.028","0.057","0.038"
"CNT169","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.275","0.498","0.139","0.325","0.459","0.19","0.107","0.028","0.016","0.02","0.018"
"KEF112","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","8.77","4.29","0.569","1.836","2.376","1.371","0.189","0.074","0.042","0.05",""
"NEC602","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.467","0.646","0.259","0.525","0.776","0.248","0.346","0.036","0.023","0.029","0.028"
"SEK402","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"HOX148","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.952","2.27","0.87","0.966","1.821","0.912","0.211","0.053","0.053","0.049","0.042"
"SHN418","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","6.02","4.578","0.538","2.146","2.65","1.485","0.173","0.071","0.032","0.054","0.032"
"ANA115","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.691","2.045","1.417","1.098","2.498","0.983","0.347","0.069","0.081","0.068","0.065"
"ROM406","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.215","0.54","0.225","0.352","0.571","0.216","0.115","0.026","0.016","0.034","0.013"
"LRL117","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","5.546","3.255","0.454","0.924","1.364","1.101","0.163","0.072","0.024","0.069","0.04"
"CNT169","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.357","0.474","0.133","0.388","0.515","0.174","","","","",""
"PAL190","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","1.031","1.501","0.748","0.75","1.486","0.517","0.522","0.106","0.054","0.083","0.032"
"QAK172","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","13.252","4.992","1.009","2.184","3.158","1.606","0.435","0.108","0.083","0.073","0.059"
"CAN407","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.285","0.617","0.3","0.673","0.963","0.237","0.195","0.059","0.027","0.06","0.031"
"MKG113","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","12.566","4.278","1.057","2.425","3.443","1.533","","","","",""
"PNF126","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.457","1.037","0.381","0.52","0.893","0.42","0.125","0.081","0.029","0.048","0.04"
"SUM156","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.393","1.243","0.458","0.341","0.794","0.238","0.121","0.558","0.078","0.069","0.458"
"ROM206","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.209","0.531","0.222","0.346","0.562","0.213","0.113","0.026","0.016","0.033","0.013"
"BEL116","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","6.671","4.442","0.7","2.082","2.75","1.499","0.248","0.192","0.056","0.066","0.07"
"BWR139","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","1.06","1.127","0.919","0.716","1.623","0.469","0.134","0.345","0.056","0.064","0.237"
"SND152","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.125","2.956","1.224","1.018","2.226","1.32","0.237","0.136","0.043","0.106","0.054"
"GAS153","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","5.033","4.22","0.379","2.047","2.393","1.305","0.124","0.222","0.04","0.081",""
"CTH110","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.249","2.092","0.692","0.799","1.479","0.855","0.195","0.08","0.033","0.081","0.056"
"SPD111","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.352","1.003","0.465","0.566","1.022","0.389","0.225","0.068","0.04","0.068","0.036"
"WSP144","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.508","0.998","1.127","0.916","2.029","0.495","0.151","0.28","0.049","0.068","0.235"
"SPD111","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.782","4.578","0.709","1.425","2.112","1.466","0.602","0.103","0.053","0.089","0.04"
"SND152","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.613","1.264","0.785","0.723","1.497","0.538","0.228","0.18","0.044","0.087","0.102"
"CHA467","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.454","0.988","0.325","0.522","0.839","0.34","0.245","0.101","0.035","0.047","0.045"
"CNT169","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.219","0.422","0.129","0.241","0.366","0.156","0.093","0.022","0.014","0.026","0.013"
"PET427","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","","","","","","","","","","",""
"GRB411","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.254","0.407","0.161","0.27","0.427","0.142","0.276","0.084","0.029","0.024","0.059"
"WNC429","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.428","0.469","0.249","0.435","0.677","0.184","0.297","0.025","0.027","0.03","0.019"
"VII423","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.372","1.844","0.792","0.059","0.85","0.195","0.392","2.907","0.408","0.185",""
"DEV412","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.419","1.055","0.342","1.232","1.554","0.349","0.27","0.177","0.045","0.047","0.051"
"CDR119","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.831","5.428","0.245","1.306","1.53","1.619","0.192","0.057","0.03","0.073","0.035"
"CKT136","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","7.07","5.091","0.661","2.518","3.138","1.503","0.266","0.105","0.04","0.068",""
"PND165","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.221","0.314","0.109","0.233","0.338","0.136","0.087","0.031","0.013","0.028","0.016"
"HWF187","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.457","2.203","0.203","0.634","0.827","0.695","0.061","0.058","0.015","0.035","0.044"
"CVL151","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.827","3.487","0.574","1.23","1.784","1.048","0.212","0.212","0.05","0.088","0.078"
"CHE185","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.744","3.039","1.551","1.182","2.714","1.222","0.504","0.188","0.051","0.09","0.062"
"ROM406","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.219","0.33","0.147","0.312","0.454","0.136","0.097","0.024","0.013","0.022","0.014"
"PRK134","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.579","0.976","1.035","0.423","1.452","0.557","0.297","0.055","0.052","0.055","0.071"
"JOT403","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.331","0.72","0.785","1.25","2.015","0.229","0.365","0.254","0.064","0.063","0.094"
"DIN431","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.384","0.462","0.712","0.394","1.1","0.32","0.242","0.054","0.036","0.032","0.027"
"CKT136","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.875","3.083","0.468","1.279","1.726","1.03","0.199","0.092","0.034","0.068","0.054"
"OXF122","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","10.341","4.822","1.632","2.561","4.152","1.88","0.34","0.112","0.07","0.077",""
"GRB411","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.196","0.618","0.194","0.419","0.606","0.211","0.2","0.052","0.026","0.032","0.023"
"UVL124","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.725","1.793","1.583","0.985","2.552","0.99","0.359","0.056","0.066","0.063","0.058"
"FOR605","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.278","0.427","0.215","0.436","0.644","0.186","0.163","0.018","0.023","0.032","0.015"
"CTH110","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.24","1.413","0.716","0.722","1.426","0.623","0.167","0.101","0.031","0.046","0.079"
"SEK430","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.915","1.146","1.588","1.462","3.027","0.705","0.25","0.185","0.053","0.097","0.034"
"MCK131","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.301","1.831","0.872","1.015","1.871","0.769","0.252","0.101","0.041","0.072","0.057"
"ALC188","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.123","3.066","0.912","0.866","1.764","0.609","0.332","0.869","0.133","0.116","0.501"
"PND165","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.25","0.483","0.167","0.305","0.467","0.192","0.107","0.033","0.016","0.024","0.017"
"EGB181","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","3.341","2.642","1.958","0.88","2.824","1.188","0.565","0.097","0.057","0.049","0.12"
"ESP127","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.699","1.598","0.431","0.701","1.122","0.537","0.184","0.11","0.033","0.068","0.05"
"IRL141","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.358","2.753","1.685","0.438","2.116","0.571","0.338","2.64","0.352","0.174","3.992"
"PED108","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","4.494","4.189","0.39","1.499","1.865","1.378","0.111","0.18","0.037","0.061","0.059"
"GAS153","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.64","1.177","0.464","0.82","1.272","0.406","0.137","0.215","0.041","0.068","0.104"
"GRC474","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.224","0.555","0.229","0.449","0.671","0.195","0.139","0.075","0.024","0.032","0.032"
"VII423","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.542","1.782","0.712","0.076","0.786","0.202","","","","",""
"ASH135","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.577","1.039","0.219","0.216","0.431","0.357","0.088","0.084","0.022","0.074","0.065"
"SPD111","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","1.354","2.638","0.574","0.794","1.356","0.938","0.324","0.067","0.032","0.084","0.04"
"WNC429","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.599","0.903","0.326","0.828","1.141","0.352","0.225","0.024","0.026","0.038","0.018"
"VOY413","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.162","0.446","0.317","0.194","0.51","0.215","0.115","0.027","0.03","0.034","0.022"
"CND125","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","1.619","2.704","0.567","0.882","1.435","0.965","0.127","0.185","0.037","0.091","0.074"
"BWR139","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","7.69","4.778","1.315","2.185","3.466","1.806","0.121","0.351","0.057","0.071",""
"MAC426","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.502","1.211","0.727","0.783","1.497","0.527","0.224","0.082","0.033","0.071","0.039"
"YEL408","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.634","0.403","0.169","0.17","0.337","0.183","0.12","0.028","0.018","0.036","0.02"
"QAK172","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","17.054","5.37","0.964","2.616","3.538","1.626","0.352","0.099","0.068","0.07","0.058"
"BFT142","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.799","1.941","0.877","0.462","1.332","0.487","0.157","0.937","0.125","0.088","0.942"
"NIC001","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","","","","","","","","","","",""
"CAT175","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","4.324","3.149","0.302","1.921","2.192","0.997","0.131","0.075","0.026","0.036","0.039"
"SHN418","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","5.094","3.985","0.436","1.754","2.162","1.324","0.174","0.052","0.03","0.049","0.035"
"CDR119","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.995","2.137","0.282","0.54","0.813","0.767","0.131","0.056","0.022","0.062","0.038"
"YOS404","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.305","0.54","0.3","0.485","0.777","0.212","0.107","0.094","0.029","0.048","0.025"
"ROM406","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.175","0.441","0.171","0.331","0.497","0.175","0.107","0.025","0.014","0.022","0.014"
