"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"POF425","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","0.508","0.229","0.082","0.109","0.189","0.066","","","","",""
"THR422","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","0.915","1.551","0.819","0.482","1.293","0.67","0.232","0.112","0.039","0.03",""
"UVL124","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.713","0.922","0.336","1.081","1.399","0.372","0.317","0.022","0.062","0.071","0.033"
"ANA115","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","3.794","2.538","1.406","1.566","2.947","1.108","0.393","0.085","0.1","0.056","0.049"
"CHA467","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.672","0.521","0.31","0.567","0.868","0.179","0.266","0.062","0.031","0.054","0.021"
"MCK131","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.596","1.57","0.765","0.989","1.738","0.644","0.324","0.078","0.048","0.077","0.041"
"ACA416","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.465","0.808","0.313","0.227","0.536","0.194","0.045","0.389","0.05","0.071","0.421"
"BWR139","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","3.366","4.422","0.358","1.576","1.909","1.349","0.127","0.312","0.06","0.106","0.058"
"GRS420","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.659","1.285","0.565","0.963","1.512","0.506","0.262","0.109","0.046","0.062","0.028"
"THR422","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","","","","","","","","","","",""
"IRL141","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","1.149","2.686","1.821","0.327","2.143","0.493","0.328","3.08","0.404","0.188","4.951"
"SHN418","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","6.202","4.07","0.845","2.473","3.279","1.503","0.245","0.135","0.048","0.056",""
"GLR468","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","0.171","0.61","0.096","0.224","0.316","0.206","0.262","0.022","0.055","0.086","0.015"
"GRC474","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.408","0.304","0.211","0.643","0.844","0.095","0.122","0.055","0.019","0.019","0.023"
"CAN407","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","0.81","0.545","0.487","1.329","1.794","0.238","0.074","0.049","0.01","0.067","0.024"
"BBE401","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","0.727","2.29","0.499","0.623","1.113","0.711","0.649","0.173","0.053","0.084",""
"ROM206","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.253","0.526","0.182","0.497","0.671","0.24","0.133","0.031","0.019","0.038","0.012"
"SHN418","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","","","","","","","","","","",""
"ARE128","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","1.305","1.164","2.644","0.675","3.308","1.025","0.215","0.225","0.033","0.059","0.214"
"SHE604","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","","","","","","","","","","",""
"HOX148","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","2.662","2.937","0.594","0.968","1.547","1.014","0.168","0.038","0.04","0.052","0.034"
"ACA416","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.467","1.026","0.55","0.311","0.856","0.276","0.089","0.413","0.059","0.05","0.327"
"PED108","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","3.394","3.371","0.316","1.165","1.462","1.105","0.116","0.185","0.038","0.051","0.039"
"ARE128","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","5.864","6.945","0.639","3.694","4.274","2.538","0.189","0.059","0.03","0.071",""
"CHE185","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","1.0","1.741","0.776","0.942","1.703","0.639","0.548","0.143","0.056","0.087","0.115"
"HOW132","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.854","2.313","0.109","0.734","0.831","0.691","0.061","0.127","0.023","0.056",""
"PIN414","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","0.331","1.142","1.117","1.494","2.587","0.348","0.14","0.475","0.076","0.07",""
"CNT169","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.256","0.469","0.083","0.414","0.49","0.173","0.051","0.016","0.009","0.012","0.012"
"OXF122","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","7.841","3.344","4.442","1.011","5.437","2.291","0.232","0.203","0.043","0.076","0.188"
"CDZ171","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","2.407","1.71","1.394","1.046","2.423","0.881","0.217","0.092","0.028","0.054","0.053"
"THR422","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","","","","","","","","","","",""
"GRC474","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","0.214","0.816","0.298","0.714","1.001","0.286","0.175","0.109","0.033","0.058","0.026"
"HWF187","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.549","0.923","0.463","0.371","0.828","0.415","0.04","0.08","0.012","0.023","0.059"
"SAL133","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","5.737","4.175","3.803","2.239","6.006","2.269","0.457","0.178","0.115","0.091",""
"VPI120","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","4.075","1.967","0.551","1.116","1.648","0.704","0.256","0.113","0.045","0.056","0.044"
"PNF126","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.371","2.334","0.151","0.711","0.851","0.808","0.121","0.057","0.025","0.062","0.03"
"GRS420","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","5.121","4.2","0.292","3.128","3.37","1.259","","","","",""
"SAL133","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","4.238","3.563","2.03","1.429","3.437","1.586","0.52","0.056","0.112","0.089","0.06"
"LYE145","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","4.269","1.703","0.667","1.553","2.195","0.626","0.08","0.122","0.018","0.028","0.045"
"ARE128","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","6.876","2.253","2.42","1.282","3.681","1.356","0.157","0.183","0.025","0.054","0.083"
"CDZ171","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","5.256","4.316","1.252","2.467","3.68","1.71","0.291","0.1","0.043","0.078",""
"GRS420","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.183","1.095","0.151","0.723","0.863","0.318","0.165","0.058","0.035","0.066","0.016"
"IRL141","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","","","","","","","","","","",""
"CHE185","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.845","2.829","0.543","0.958","1.486","0.817","0.371","0.253","0.065","0.126","0.053"
"PSU106","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","7.171","3.277","1.017","1.253","2.25","1.329","0.218","0.044","0.04","0.053","0.039"
"CAT175","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","3.061","5.811","0.162","2.193","2.321","1.701","0.185","0.066","0.034","0.062",""
"THR422","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","0.937","1.127","0.283","0.828","1.097","0.404","0.334","0.061","0.051","0.054",""
"MOR409","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","0.268","0.546","0.155","0.26","0.411","0.193","0.025","0.087","0.014","0.04","0.076"
"VOY413","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.255","0.688","0.528","0.228","0.752","0.3","0.266","0.033","0.056","0.051","0.03"
"BEL116","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","5.733","7.985","0.158","2.828","2.942","2.602","0.288","0.117","0.06","0.101","0.033"
"CDZ171","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","4.258","7.105","0.338","1.957","2.264","2.281","0.386","0.108","0.059","0.104","0.032"
"ASH235","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","0.934","1.6","0.317","0.441","0.75","0.464","","","","",""
"BWR139","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","1.36","2.019","0.943","1.101","2.027","0.733","0.164","0.394","0.071","0.068","0.248"
"KEF112","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","3.068","2.036","1.042","0.927","1.954","0.943","0.098","0.095","0.019","0.039","0.041"
"GRB411","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.096","0.255","0.165","0.12","0.283","0.111","0.081","0.043","0.009","0.015","0.061"
"EVE419","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.324","1.67","0.853","0.131","0.982","0.184","0.335","1.641","0.236","0.123","2.456"
"CTH110","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","5.027","3.351","0.572","1.467","2.016","1.236","0.162","0.076","0.031","0.046","0.034"
"DCP114","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","3.019","2.23","3.275","0.577","3.843","1.572","0.215","0.217","0.049","0.056","0.193"
"ROM406","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.246","0.7","0.219","0.632","0.841","0.3","0.201","0.034","0.025","0.063","0.015"
"GRC474","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.189","0.671","0.219","0.66","0.868","0.245","0.18","0.091","0.03","0.043","0.036"
"MCK131","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","1.472","3.064","0.377","1.429","1.783","1.11","0.295","0.075","0.045","0.084","0.033"
"COW137","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","1.402","3.942","0.127","0.924","1.036","1.185","","","","",""
"CON186","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.311","1.177","0.939","3.113","4.002","0.401","0.205","0.261","0.054","0.093","0.014"
"DEV412","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","0.285","0.98","0.362","1.551","1.888","0.343","0.278","0.134","0.04","0.037",""
"CAD150","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.823","1.285","0.547","0.505","1.044","0.442","0.153","0.181","0.031","0.068","0.126"
"CAT175","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","1.489","1.766","0.508","1.052","1.543","0.664","0.161","0.072","0.032","0.04","0.043"
"HOX148","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","3.113","1.927","2.215","0.955","3.155","1.119","0.178","0.108","0.043","0.037",""
"GRB411","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","0.182","0.424","0.169","0.381","0.543","0.167","0.207","0.037","0.019","0.021","0.027"
"PRK134","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","2.804","1.559","3.216","0.603","3.81","1.361","","","","",""
"BFT142","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","1.311","5.046","0.919","1.058","1.96","1.011","0.568","1.043","0.148","0.105","0.519"
"CDR119","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","8.351","2.53","0.608","1.354","1.94","0.91","0.178","0.113","0.023","0.057",""
"PSU106","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","8.769","4.46","1.656","1.92","3.546","1.94","0.272","0.08","0.042","0.057",""
"ROM406","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","","","","","","","","","","",""
"PRK134","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.69","1.225","0.739","0.483","1.215","0.573","0.377","0.025","0.068","0.066","0.033"
"ACA416","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.416","0.814","0.375","0.281","0.651","0.215","0.045","0.421","0.053","0.063","0.443"
"ALH157","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","1.017","2.755","0.645","1.152","1.779","0.842","0.546","0.116","0.078","0.096","0.049"
"PIN414","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.381","0.968","0.984","1.169","2.134","0.284","0.146","0.406","0.069","0.069","0.184"
"STK138","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","4.291","2.297","5.785","0.344","6.124","2.221","0.871","0.201","0.203","0.059",""
"COW137","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.18","1.876","0.079","0.334","0.408","0.613","0.064","0.048","0.019","0.104","0.031"
"CND125","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","3.981","4.735","0.497","1.438","1.912","1.491","0.144","0.29","0.06","0.086","0.092"
"POF425","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","0.25","0.307","0.087","0.143","0.228","0.16","","","","",""
"ALH157","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.865","1.691","0.487","1.184","1.652","0.542","0.553","0.061","0.066","0.088","0.033"
"PAL190","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","1.067","0.887","1.376","0.397","1.766","0.53","1.037","0.047","0.062","0.117","0.028"
"GTH161","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","0.143","0.373","0.067","0.294","0.357","0.15","0.042","0.01","0.006","0.012",""
"CVL151","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","1.617","3.321","0.69","1.325","1.994","1.032","0.212","0.312","0.062","0.1","0.073"
"HOX148","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","2.573","2.497","1.214","1.35","2.543","1.118","0.264","0.07","0.066","0.041",""
"CHA467","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.37","0.773","0.386","0.315","0.696","0.252","0.272","0.154","0.048","0.055","0.083"
"YEL408","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","0.486","0.412","0.147","0.136","0.281","0.183","0.068","0.017","0.011","0.018","0.014"
"SHN418","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.43","0.923","0.386","0.674","1.05","0.342","0.142","0.072","0.025","0.039","0.055"
"WST109","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.171","0.431","0.12","0.145","0.264","0.174","0.031","0.037","0.008","0.035","0.051"
"PIN414","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.175","0.637","0.613","0.232","0.841","0.12","0.102","0.62","0.087","0.062","0.685"
"SND152","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","4.884","4.709","1.314","1.923","3.206","1.824","0.285","0.283","0.068","0.097","0.059"
"DEN417","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.106","0.197","0.035","0.068","0.102","0.079","0.019","0.017","0.007","0.021","0.016"
"WSP144","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","1.216","1.862","0.842","1.136","1.96","0.702","0.161","0.246","0.053","0.074","0.117"
"CKT136","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","","2.101","0.897","1.23","2.108","0.82","0.166","0.113","0.026","0.04","0.037"
"PAR107","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.915","2.17","0.371","0.649","1.009","0.673","0.445","0.062","0.044","0.079","0.043"
"EVE419","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.514","2.098","1.132","0.33","1.457","0.381","0.289","1.445","0.196","0.121","1.752"
"GLR468","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.157","0.362","0.096","0.217","0.309","0.137","0.239","0.019","0.044","0.076","0.022"
"PSU106","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","9.083","3.724","1.705","1.889","3.564","1.683","0.393","0.073","0.047","0.05","0.038"
"CND125","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.382","2.148","0.157","0.646","0.793","0.658","0.071","0.189","0.036","0.097","0.097"
"JOT403","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.816","1.75","1.307","3.154","4.411","0.544","0.427","0.422","0.099","0.128","0.05"
"CAN407","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.159","0.514","0.209","0.788","0.984","0.204","0.371","0.065","0.046","0.07","0.033"
"WSP144","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","8.393","2.472","2.11","1.257","3.347","1.214","0.174","0.431","0.043","0.106","0.275"
"ANA115","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","","","","","","","","","","",""
"BBE401","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.56","2.671","0.509","0.675","1.173","0.739","0.475","0.251","0.054","0.063","0.03"
"CHA467","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.342","0.589","0.308","0.306","0.609","0.199","0.149","0.098","0.02","0.036","0.038"
"YEL408","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.384","0.418","0.176","0.171","0.344","0.206","0.086","0.024","0.013","0.03","0.014"
"SEK430","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.501","1.029","1.369","1.394","2.74","0.619","0.209","0.156","0.051","0.108","0.049"
"ASH135","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.469","1.778","0.117","0.346","0.458","0.552","0.113","0.034","0.025","0.143","0.034"
"VPI120","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","5.711","8.977","0.246","3.178","3.374","2.091","","","","",""
"GLR468","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.14","0.492","0.122","0.237","0.355","0.182","0.084","0.026","0.017","0.026","0.016"
"GAS153","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","5.785","5.201","0.409","2.709","3.075","1.563","","","","",""
"CVL151","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.429","1.656","0.397","0.649","1.036","0.454","0.175","0.246","0.052","0.09","0.061"
"ASH135","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.433","0.786","0.137","0.157","0.291","0.283","0.105","0.062","0.023","0.061","0.059"
"BFT142","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","1.26","2.812","1.119","0.735","1.843","0.566","0.257","1.358","0.186","0.148","1.378"
"THR422","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.727","1.272","0.587","0.499","1.078","0.507","0.217","0.061","0.043","0.036","0.025"
"GRS420","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.381","2.293","0.077","0.88","0.942","0.649","0.142","0.075","0.03","0.065","0.018"
"GTH161","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","0.177","0.184","0.067","0.17","0.234","0.079","","","","",""
"HOW132","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.246","0.917","0.105","0.313","0.413","0.328","0.039","0.079","0.016","0.04","0.045"
"PND165","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.189","0.604","0.272","0.218","0.487","0.21","0.246","0.076","0.037","0.032","0.039"
"PSU106","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","7.06","3.32","1.232","1.571","2.778","1.388","0.279","0.091","0.041","0.046","0.036"
"BAS601","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.71","0.567","0.167","0.481","0.641","0.238","0.22","0.053","0.035","0.093","0.029"
"CNT169","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.126","0.342","0.211","0.193","0.401","0.112","0.117","0.027","0.019","0.02","0.012"
"ASH135","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.41","0.901","0.218","0.225","0.439","0.309","0.108","0.105","0.026","0.052","0.06"
"HOX148","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","1.717","2.384","0.833","0.986","1.803","0.931","0.212","0.028","0.046","0.043",""
"DCP114","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","6.579","4.008","0.904","1.77","2.646","1.466","0.255","0.032","0.053","0.071","0.037"
"FOR605","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","","","","","","","","","","",""
"CAT175","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.316","0.531","0.451","0.458","0.901","0.28","0.073","0.05","0.016","0.025","0.058"
"DIN431","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.586","0.689","4.325","0.312","4.632","1.461","0.116","0.085","0.016","0.02","0.069"
"PAR107","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","3.128","7.655","0.07","0.927","0.983","2.154","0.322","0.029","0.04","0.116","0.032"
"CAN407","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.311","0.297","0.399","0.619","1.008","0.166","0.08","0.044","0.011","0.037","0.029"
"JOT403","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","0.219","0.339","0.474","1.18","1.635","0.164","0.169","0.113","0.026","0.03","0.052"
"DIN431","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.263","0.444","0.277","0.396","0.667","0.171","0.345","0.058","0.048","0.049","0.021"
"BVL130","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","4.775","2.276","3.99","0.506","4.488","1.768","0.329","0.219","0.06","0.076","0.228"
"GTH161","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.208","0.156","0.06","0.138","0.196","0.06","0.026","0.009","0.004","0.008","0.014"
"ROM206","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.298","0.693","0.341","0.548","0.881","0.283","0.122","0.027","0.021","0.023","0.013"
"GTH161","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.1","0.255","0.084","0.118","0.2","0.101","0.051","0.017","0.007","0.008","0.016"
"BWR139","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","5.985","4.258","1.168","2.127","3.261","1.364","","","","",""
"CHE185","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.376","1.176","0.811","0.626","1.427","0.478","0.314","0.175","0.045","0.081","0.078"
"WST109","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","2.127","1.21","0.364","0.597","0.951","0.439","","","","",""
"SUM156","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","1.089","4.146","0.25","1.188","1.42","0.832","0.146","0.585","0.089","0.086",""
"ANA115","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","4.252","3.778","1.419","1.563","2.957","1.494","0.335","0.034","0.083","0.067","0.044"
"UND002","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.258","0.634","0.26","0.293","0.549","0.255","0.107","0.061","0.021","0.035","0.033"
"PNF126","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.491","3.806","0.081","0.736","0.804","1.264","0.092","0.056","0.022","0.07","0.03"
"BVL130","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","4.538","3.001","2.375","1.356","3.773","1.489","0.581","0.102","0.088","0.085",""
"SHN418","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.517","2.254","0.212","0.825","1.024","0.763","0.136","0.065","0.028","0.055","0.031"
"MCK231","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","3.032","2.973","0.688","1.098","1.769","1.137","0.238","0.033","0.028","0.08","0.034"
"PND165","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","0.421","0.483","0.166","0.371","0.532","0.186","0.071","0.03","0.011","0.034",""
"MCK231","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","4.043","6.931","0.309","1.947","2.225","2.316","0.233","0.048","0.039","0.087","0.033"
"LYK123","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","6.979","4.708","1.586","1.932","3.487","1.812","0.509","0.062","0.103","0.086","0.065"
"CHA467","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.43","1.193","0.469","1.022","1.475","0.452","0.395","0.115","0.046","0.115","0.059"
"PAL190","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","1.255","1.14","0.623","0.674","1.287","0.441","0.848","0.063","0.056","0.146","0.018"
"KNZ184","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","1.421","2.215","1.955","1.218","3.154","0.727","1.567","0.108","0.067","0.123","0.036"
"KNZ184","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.267","0.875","0.687","0.393","1.073","0.285","1.5","0.068","0.045","0.071","0.037"
"HOW191","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.275","0.594","0.103","0.249","0.348","0.23","0.034","0.075","0.015","0.041","0.06"
"SAL133","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","1.565","3.642","0.415","1.613","2.002","1.304","0.296","0.051","0.08","0.13","0.033"
"HOX148","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","2.147","2.223","0.823","1.274","2.076","0.89","0.293","0.044","0.069","0.04","0.034"
"ROM406","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.301","0.759","0.381","0.568","0.939","0.306","0.13","0.027","0.021","0.024","0.013"
"YOS404","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.966","1.136","0.425","1.702","2.099","0.474","0.128","0.157","0.036","0.066",""
"SAL133","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","3.304","3.09","2.42","1.699","4.092","1.625","0.349","0.074","0.09","0.063","0.046"
"WFM007","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","","","","","","","","","","",""
"IRL141","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","1.188","3.635","2.228","0.444","2.665","0.649","0.375","3.306","0.442","0.189","4.828"
"YOS404","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.321","0.583","0.511","0.619","1.119","0.239","0.153","0.12","0.031","0.056","0.018"
"YEL408","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.766","0.283","0.18","0.141","0.32","0.141","0.017","0.01","0.005","0.008","0.013"
"WSP144","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","1.06","1.133","2.428","0.716","3.133","0.872","0.166","0.485","0.042","0.076","0.488"
"GAS153","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.729","2.262","0.163","0.714","0.866","0.669","0.095","0.148","0.034","0.083","0.046"
"NEC602","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.335","0.556","0.223","0.352","0.569","0.189","0.364","0.03","0.025","0.024","0.016"
"PND165","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.358","0.311","0.129","0.225","0.351","0.129","0.096","0.037","0.015","0.018","0.021"
"PET427","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.532","0.824","0.439","0.517","0.948","0.279","0.459","0.115","0.051","0.052","0.039"
